t,phi,omega,phi_anal,omega_anal,T,U,E
6.340000,0.037614,-0.184163,0.037255,-0.184926,0.016958,-9.803061,-9.786103
6.350000,0.035754,-0.187761,0.035387,-0.188489,0.017627,-9.803730,-9.786103
6.360000,0.033859,-0.191175,0.033485,-0.191867,0.018274,-9.804377,-9.786103
6.370000,0.031931,-0.194402,0.031551,-0.195058,0.018896,-9.804999,-9.786103
6.380000,0.029972,-0.197438,0.029585,-0.198057,0.019491,-9.805594,-9.786103
6.390000,0.027983,-0.200280,0.027590,-0.200861,0.020056,-9.806159,-9.786103
6.400000,0.025967,-0.202926,0.025568,-0.203469,0.020590,-9.806693,-9.786103
6.410000,0.023925,-0.205373,0.023521,-0.205877,0.021089,-9.807192,-9.786103
6.420000,0.021860,-0.207619,0.021451,-0.208083,0.021553,-9.807656,-9.786103
6.430000,0.019773,-0.209661,0.019360,-0.210085,0.021979,-9.808082,-9.786103
6.440000,0.017667,-0.211498,0.017250,-0.211881,0.022366,-9.808469,-9.786103
6.450000,0.015544,-0.213127,0.015123,-0.213469,0.022712,-9.808815,-9.786103
6.460000,0.013406,-0.214547,0.012982,-0.214848,0.023015,-9.809119,-9.786103
6.470000,0.011254,-0.215757,0.010827,-0.216016,0.023275,-9.809379,-9.786103
6.480000,0.009091,-0.216755,0.008662,-0.216972,0.023491,-9.809595,-9.786103
6.490000,0.006920,-0.217540,0.006489,-0.217715,0.023662,-9.809765,-9.786103
6.500000,0.004741,-0.218112,0.004309,-0.218244,0.023786,-9.809890,-9.786103
6.510000,0.002558,-0.218470,0.002124,-0.218560,0.023865,-9.809968,-9.786103
6.520000,0.000372,-0.218614,-0.000062,-0.218661,0.023896,-9.809999,-9.786103
6.530000,-0.001814,-0.218543,-0.002248,-0.218548,0.023881,-9.809984,-9.786103
6.540000,-0.003998,-0.218258,-0.004432,-0.218220,0.023818,-9.809922,-9.786103
6.550000,-0.006178,-0.217759,-0.006612,-0.217678,0.023709,-9.809813,-9.786103
6.560000,-0.008352,-0.217046,-0.008785,-0.216923,0.023554,-9.809658,-9.786103
6.570000,-0.010518,-0.216120,-0.010950,-0.215955,0.023354,-9.809457,-9.786103
6.580000,-0.012674,-0.214983,-0.013103,-0.214775,0.023109,-9.809212,-9.786103
6.590000,-0.014817,-0.213634,-0.015244,-0.213385,0.022820,-9.808923,-9.786103
6.600000,-0.016946,-0.212076,-0.017370,-0.211785,0.022488,-9.808591,-9.786103
6.610000,-0.019058,-0.210310,-0.019479,-0.209977,0.022115,-9.808219,-9.786103
6.620000,-0.021151,-0.208338,-0.021569,-0.207963,0.021702,-9.807806,-9.786103
6.630000,-0.023224,-0.206161,-0.023638,-0.205746,0.021251,-9.807355,-9.786103
6.640000,-0.025274,-0.203782,-0.025684,-0.203326,0.020764,-9.806867,-9.786103
6.650000,-0.027299,-0.201204,-0.027704,-0.200708,0.020241,-9.806345,-9.786103
6.660000,-0.029297,-0.198428,-0.029697,-0.197892,0.019687,-9.805790,-9.786103
6.670000,-0.031267,-0.195457,-0.031661,-0.194882,0.019102,-9.805205,-9.786103
6.680000,-0.033206,-0.192295,-0.033594,-0.191681,0.018489,-9.804592,-9.786103
6.690000,-0.035112,-0.188945,-0.035494,-0.188292,0.017850,-9.803953,-9.786103
6.700000,-0.036984,-0.185409,-0.037359,-0.184718,0.017188,-9.803292,-9.786103
6.710000,-0.038820,-0.181691,-0.039188,-0.180963,0.016506,-9.802609,-9.786103
6.720000,-0.040617,-0.177796,-0.040978,-0.177031,0.015806,-9.801909,-9.786103
6.730000,-0.042375,-0.173726,-0.042728,-0.172925,0.015090,-9.801194,-9.786103
6.740000,-0.044091,-0.169485,-0.044436,-0.168649,0.014363,-9.800466,-9.786103
6.750000,-0.045764,-0.165079,-0.046100,-0.164208,0.013626,-9.799729,-9.786103
6.760000,-0.047392,-0.160511,-0.047719,-0.159606,0.012882,-9.798985,-9.786103
6.770000,-0.048974,-0.155786,-0.049292,-0.154847,0.012135,-9.798238,-9.786103
6.780000,-0.050508,-0.150908,-0.050816,-0.149936,0.011387,-9.797490,-9.786103
6.790000,-0.051992,-0.145882,-0.052290,-0.144878,0.010641,-9.796744,-9.786103
6.800000,-0.053425,-0.140713,-0.053713,-0.139678,0.009900,-9.796003,-9.786103
6.810000,-0.054805,-0.135407,-0.055083,-0.134342,0.009167,-9.795271,-9.786103
